c3,pv,buy_cnt
368686,3,1
1223166,13,2
1118235,116,0
2837894,23,0
4631602,99,5
1677323,80,1
2523363,19,0
1944520,69,0
810277,50,4
2895712,7,0
557684,12,0
498433,106,11
1280974,8,0
2564106,26,1
2325377,110,7
1792919,88,0
960182,16,0
3217337,53,3
4931395,140,3
456480,8,0
4328885,273,10
4841781,37,1
221208,69,0
923467,157,1
3487352,20,2
3018650,9,0
2670778,25,2
2555212,89,1
4356681,61,5
3287763,204,4
904673,145,8
1968315,434,29
3395271,121,6
3680709,71,3
3003158,39,1
3259038,215,7
1002057,11,0
282457,7,0
3222568,95,1
2298549,109,3
3470545,176,1
5066178,59,2
545120,89,4
3192046,32,4
2753551,24,1
3505098,43,4
3196412,18,0
4627937,2,0
2044542,81,7
3932461,81,1
459134,312,6
2899861,184,4
1249820,355,1
155799,190,10
4175985,2,0
3837094,166,2
4724204,19,0
2815537,31,1
1000858,77,11
2879735,38,1
4737992,102,2
1254966,112,6
4987918,197,9
1156021,6,0
4619932,18,0
2153280,75,6
4630561,16,3
2236017,88,8
3088062,92,0
2773269,93,3
1028049,3,0
773704,117,8
2051538,40,1
2178633,127,5
3769517,33,3
1326107,53,2
4035478,23,0
3791591,69,4
4593052,92,2
395319,34,1
1940040,96,8
2753670,12,0
2852225,8,0
4588777,77,1
4629913,141,3
1282083,6,0
5101743,45,2
3740731,67,3
4913523,81,5
858696,15,0
2254846,176,14
1394012,222,9
3950342,118,5
3303502,20,0
4050835,51,0
2898669,89,2
3296913,142,5
1317882,122,7
3217275,57,0
3927630,40,0
2606161,10,0
3425815,58,6
2827046,98,5
3155613,89,9
952121,20,0
851609,87,3
147092,120,3
4029109,279,0
3976366,82,3
2903732,155,10
1277139,92,4
1702525,102,0
4342232,31,1
3861976,28,1
2845617,121,4
2724293,31,0
2993711,84,3
3018880,406,18
2009472,85,0
3311788,41,1
2559117,94,2
1999309,47,3
4555874,35,0
42379,34,0
2850194,11,0
2064849,4,0
3200964,29,0
5043341,23,0
1675656,3,0
4897779,148,11
4520215,41,4
1429536,81,1
1730997,14,0
232459,30,2
1603542,32,1
833596,109,10
4884606,34,0
3386923,273,9
2027055,50,1
2173261,287,0
3715287,77,4
4269159,53,0
2776159,47,0
3969228,43,0
2062612,116,7
4021824,9,0
1944515,183,3
173036,180,11
3789484,12,0
4527334,168,3
5050206,41,1
1757439,27,1
898495,2,0
2567848,129,12
4969437,7,0
208792,3,0
2102039,59,0
4486683,32,0
4477551,78,0
2338312,36,4
3478569,15,0
29244,16,0
261723,148,6
2756139,18,0
2875969,13,15
1231387,82,1
5073790,210,6
538041,37,3
2082380,183,11
4237395,31,2
4902863,54,2
5157813,75,5
2279145,18,22
449431,131,4
3557365,103,6
4641386,17,0
763509,166,0
3472302,85,1
429792,13,0
438014,61,3
20683,69,5
1553570,525,13
4423023,158,8
4816147,79,5
3367946,46,2
4502419,26,1
3459391,14,0
835253,3,0
2496211,210,7
553846,149,3
4457166,11,4
4399644,96,1
2130495,21,0
3721914,29,0
632079,4,0
48328,9,0
743465,64,5
4847424,66,2
922990,232,8
1440534,48,0
2386315,26,3
4173199,49,2
3763189,37,0
2805482,157,2
1371048,75,0
1332599,28,1
4825166,13,1
1141534,34,0
291003,139,8
3062356,39,0
254162,199,4
472179,35,0
3366325,22,0
4555638,163,10
4053787,14,0
2609658,70,2
1311192,7,1
2081583,249,27
3796228,39,0
3533097,49,5
3380833,111,2
4387171,2,2
5112769,17,0
4084956,57,0
4615665,39,0
3589047,144,10
2374871,176,7
4240866,25,4
957806,6,0
1354895,58,6
2339772,2,0
3649707,73,1
1775706,153,8
2791241,47,1
2783030,11,0
343763,9,3
3646863,40,1
3596030,11,0
694810,9,0
495107,32,0
3200258,11,0
2078135,199,8
2841881,215,1
3917427,39,0
2630980,74,0
2784037,176,1
5076053,107,1
204327,46,10
2375123,91,7
2949750,62,1
3333598,103,5
1700551,67,1
1627115,193,2
881097,139,8
4882792,59,1
3579562,91,1
4858047,67,8
863140,30,0
4603712,91,4
3190770,84,1
2354072,107,7
2077129,45,5
3093405,42,0
837019,23,0
5052533,28,3
5004150,11,2
2332202,81,0
1003418,31,0
4435317,206,16
1503429,13,0
4196603,160,7
1741880,29,1
4229855,13,0
3333758,7,0
3766945,24,0
3032872,50,2
808046,20,0
242624,10,0
5126160,4,0
2961965,44,6
5110023,10,2
4558450,11,0
3305842,17,0
2872537,41,1
1807171,144,2
1534064,10,0
1063498,131,5
2544853,24,0
1053937,21,0
1242568,193,5
3343296,87,0
3204642,170,1
2774053,20,0
2224779,160,3
911121,162,0
5082011,103,1
3692624,54,2
317735,38,0
4256421,63,9
2413155,18,0
1217893,127,15
1959677,2,0
560416,53,2
423401,12,0
4953476,187,4
2641982,258,3
4690273,39,0
684953,79,7
2157221,135,11
5110799,98,2
3067195,67,5
3695230,74,3
1454926,67,3
3951528,70,0
4914162,14,0
285669,9,0
2209420,126,0
3876590,21,4
1792505,7,0
1479922,55,0
1907144,34,1
2079360,72,4
3428791,74,2
3325291,20,0
2998226,117,1
1066775,109,7
4950941,16,0
4275158,47,3
4934285,38,0
1374795,12,1
1190486,6,1
2117812,118,17
3983377,50,3
4601287,219,2
1034030,24,4
2188455,63,2
1676950,50,0
3676677,71,2
3095371,33,6
387677,12,1
4274317,16,0
1143790,201,6
4868693,6,0
1522340,88,4
4823798,8,0
1983194,161,10
1780172,16,1
1081429,98,16
4358285,74,9
1321275,14,0
3951473,50,2
3675151,180,12
980774,138,9
4484091,201,3
1355815,164,2
2496012,4,0
5129447,36,2
896581,81,1
733959,90,4
1188103,71,0
4153934,4,0
1079216,38,7
3042295,45,2
680185,295,5
166281,48,1
2312939,17,0
5104523,24,0
1212848,5,0
3983110,64,5
3227788,120,3
1062056,190,8
4750592,76,0
1705845,8,0
2300463,111,40
3789709,50,3
213372,24,1
4316443,8,0
43991,41,1
1413753,189,1
1738846,34,0
2107766,65,3
3707383,50,1
379687,96,0
3822453,42,32
3110951,26,4
2743023,4,0
1619113,92,3
3353174,94,7
4803781,3,0
1499812,17,0
4216573,228,0
510435,60,2
2259748,30,0
2238082,12,1
2975968,305,6
2254976,34,2
4027854,74,1
3877850,87,0
1775023,3,0
3414763,65,5
2735562,30,0
2156319,7,0
540542,37,2
833218,77,2
4800373,28,1
1827328,50,0
5106813,199,3
3677368,49,7
3476458,34,0
1193719,4,0
5053129,220,2
2535155,42,5
2819583,65,1
2578886,87,2
3464133,38,2
2796689,23,1
1084922,38,0
375630,28,8
4733516,21,2
4153894,74,1
2734034,47,0
4103993,12,0
3137462,7,0
314487,24,1
3256582,74,1
1498138,107,4
4412100,45,0
4857579,75,1
2612661,54,0
4865306,59,0
2650416,137,0
2512691,91,9
4584709,80,5
1371504,106,1
2397531,58,10
996960,39,0
91834,1,2
4736122,159,7
3927518,143,4
1087982,34,0
2338864,12,0
1547312,49,0
2100800,114,5
1250853,181,16
3914309,19,1
4187012,44,1
1524998,53,4
896271,60,0
3208673,57,2
861112,60,2
2544216,57,1
4337739,64,0
2732141,135,0
4905722,14,0
4375661,10,0
767449,61,1
3497467,83,5
3686141,4,0
1234048,42,0
4795103,55,0
3528156,112,2
3319118,17,1
2827663,16,0
2738053,14,3
1656763,19,0
5089657,34,2
2754299,62,5
2326685,61,2
2897952,148,2
1632153,13,0
1649901,24,0
4613316,37,1
4658670,142,4
3402174,51,0
2104144,28,2
3810222,14,3
846819,110,0
3293531,14,1
3450166,167,3
2334072,6,0
4460620,99,4
2509955,143,34
3183680,24,5
3127452,13,0
2223708,85,0
2949858,9,0
3919350,3,0
608928,60,0
5147697,322,21
3813565,3,0
1089337,55,4
5113054,45,2
4155040,37,1
64327,17,1
5044001,21,0
4226444,21,0
2445629,96,3
672475,34,0
2125701,20,2
1847739,43,3
2449009,92,5
1796440,130,6
2350409,22,1
563845,44,1
1732828,40,2
78890,50,0
949896,34,2
320783,68,7
3052350,32,0
2933082,103,0
1921714,26,0
4165199,5,0
3127952,12,0
3710855,61,5
4219703,20,0
3134373,181,6
4455196,11,0
3046922,7,0
2627359,85,5
3613271,50,0
2489285,44,0
3505374,41,0
4197599,66,3
3790685,38,1
3327428,6,0
929495,22,35
3268749,18,0
321175,37,2
4026780,6,2
3759129,15,0
521892,124,20
3469361,97,5
4715902,22,0
1746357,8,0
5094017,11,1
249998,38,4
1788349,111,0
4350255,9,0
3404465,60,1
3244938,97,3
4073899,33,0
4551916,19,0
490422,32,0
470396,91,8
850355,17,0
1954991,68,7
2829512,71,0
783805,45,0
2171870,127,3
4053488,47,2
4089254,65,1
5079575,18,1
4433614,55,4
1499458,47,3
3727860,12,1
1983632,32,0
3084935,27,0
4932619,24,3
1076642,66,1
3701453,26,2
88095,45,7
3155482,1,0
2593838,32,5
2202773,80,0
4058901,25,0
3274111,67,4
3244208,20,3
1972769,249,16
5092474,40,0
50131,18,0
3919123,45,2
1772188,12,0
1673289,49,1
4266725,39,0
363716,37,0
540862,30,3
3917816,177,2
1042547,9,0
4761031,105,17
2084244,24,0
4296766,125,9
2269372,32,0
2004663,15,0
1602028,135,12
4116886,8,1
1698253,25,0
4466067,69,1
4643958,272,5
1881939,14,2
2636515,4,1
4765763,35,0
1604503,42,4
2490889,114,3
4711317,99,6
4164492,48,1
455842,18,2
1178626,8,0
253548,22,4
2297466,35,4
1993439,15,1
1428903,17,2
2824217,166,0
1661061,36,1
3226113,64,2
738207,44,3
4007973,49,4
3872947,140,2
4244338,162,7
2784633,19,1
3928077,12,0
2778067,84,4
1244015,24,4
718302,5,0
3281152,58,1
1138527,55,4
232949,5,0
4387026,42,0
1733194,159,9
232017,34,0
298667,84,0
4898513,188,1
3611621,15,0
1046209,19,1
3321770,38,0
3165927,21,0
3989080,4,0
4019270,24,1
2111034,38,0
4987122,51,5
4582033,10,0
1301183,14,1
88117,44,1
2213736,73,2
341636,19,1
781799,6,0
3857363,16,0
4664792,29,0
262776,18,0
1177404,15,0
1612140,119,0
1159794,27,1
2661531,10,1
2017881,27,0
3747051,87,3
4120972,39,7
1457215,76,2
3371255,21,0
499569,79,4
4822258,58,2
4085091,22,2
863609,5,0
2667019,70,5
3688676,4,0
316594,32,1
4856819,2,0
1559456,8,0
5091553,4,0
12566,26,0
180839,88,24
3805162,21,1
3902836,20,1
3585570,24,4
3964605,23,2
1961203,51,0
5079277,12,0
4788932,2,0
475200,53,0
1926217,2,0
2218275,27,2
3451590,3,0
4044349,18,4
4474010,183,10
2348188,23,1
1674866,36,0
1642108,89,2
3186339,34,0
1712893,35,0
2809539,33,0
514953,15,0
1787284,70,3
4551631,11,0
1408196,3,0
689424,57,2
1617281,15,0
3752849,27,1
2854852,26,1
473477,14,0
3105772,5,0
1978698,12,0
3024151,16,1
4613577,106,0
2501546,31,1
257571,218,6
1006249,65,4
1384040,5,0
4417552,34,10
1418845,252,9
132506,191,6
1034344,17,2
3631518,8,0
1123935,6,0
3294090,13,0
3165250,17,0
3316298,44,2
434021,2,0
56692,81,0
3802530,17,4
2042952,17,0
3144331,9,0
266112,7,0
2110262,35,1
655513,26,0
3899528,30,0
3032612,73,5
971875,8,0
1498776,30,1
1995257,10,0
1554614,4,0
4864953,110,6
1078236,16,0
2239317,66,3
3331319,27,0
2857561,105,4
1964683,3,0
4489854,89,1
4533667,5,0
4097839,4,3
4415665,65,5
3334029,22,2
3515756,22,0
300775,45,12
1196541,16,0
3718071,10,0
5042719,74,1
3225718,43,0
4405678,29,0
253152,42,0
4266028,61,3
4951863,96,0
290371,11,0
1819196,11,3
924665,18,0
2322264,7,0
1417801,7,0
3116765,4,0
1168330,22,0
3870091,20,0
242338,44,3
4627431,43,3
3828167,59,2
738292,47,4
2143477,22,0
3170922,71,6
247208,66,3
2567999,17,0
2550195,2,0
119467,24,0
3969378,29,1
634333,23,2
2023144,21,1
1210446,28,0
3291668,21,0
4931012,56,2
3387711,51,7
906660,38,1
1514408,51,0
929826,10,0
1986353,43,3
443882,52,0
1610993,124,10
5038886,20,0
4308856,1,2
2620710,4,0
3570583,13,2
3861735,59,1
2818,25,14
570578,56,7
4856429,37,5
5148378,3,0
2046227,84,5
2960904,22,0
4649060,3,0
153056,4,0
2968219,15,0
806530,11,0
2460103,49,5
4908381,24,0
3044629,9,1
371650,45,0
4972718,31,0
4900781,22,0
2726083,47,1
1701863,6,0
553565,43,6
3280276,57,2
1501592,62,8
3788039,18,0
1734820,37,5
1880077,49,0
67841,31,2
4886273,36,7
5076642,9,0
4928847,74,0
1342747,4,2
1185368,5,0
1993867,43,1
4642367,20,1
1347854,38,4
4118855,90,3
4604364,71,1
3156685,17,1
1764863,72,0
751979,106,1
3903229,26,0
2002445,14,2
2899620,6,2
3126153,11,0
4004827,41,0
551542,8,0
4124908,25,3
1504409,22,1
2061733,15,0
3137568,11,0
260476,53,2
4773090,177,8
2026115,7,2
3685111,114,3
3076218,8,2
4304858,183,15
3277892,73,0
922037,24,0
3357381,8,0
2357128,16,0
4732843,93,2
1669815,3,0
1211779,11,1
2517335,18,3
4798457,11,1
4928445,17,0
4876956,12,0
4593051,85,3
5160054,204,8
4844623,18,1
2331548,41,1
4814210,119,4
3870982,25,0
3997061,53,5
2883342,17,0
748535,2,5
2703912,7,0
1625430,78,2
741888,6,0
1666655,70,5
3751691,14,0
4030113,30,0
4107564,29,0
3517266,6,1
3125846,134,1
3867102,46,1
2373064,23,0
2941495,20,2
1900997,3,0
1740027,10,0
795044,97,7
3209825,13,0
3315699,10,0
792794,26,0
4143437,16,4
4511523,83,4
4295469,76,2
604296,220,7
2226482,6,0
3681960,32,4
115357,34,0
2571442,6,0
4357566,18,0
5153540,12,0
3024387,48,0
3476681,32,0
1399291,23,0
4238104,12,0
2944749,34,0
3115954,35,0
522582,26,1
3200651,47,0
1143558,24,2
335089,14,2
941302,37,1
789547,2,0
4390145,2,0
3519436,26,0
2423958,24,0
3122327,42,0
4143978,7,0
4148609,12,0
1996088,32,0
2754049,33,2
4859272,2,0
3173444,6,0
3460443,26,1
4569236,49,3
5140415,8,0
2152657,26,2
122751,25,2
4640751,4,0
1644427,14,1
1696750,17,0
1433136,17,1
336500,10,0
4392790,178,8
824351,8,0
2194520,19,2
3086341,44,4
2925609,8,0
3428859,3,0
938646,32,0
3578385,12,0
452494,7,0
3234800,35,1
2163653,44,0
1335754,25,0
4881334,19,1
79699,8,0
1038282,6,0
1965630,52,1
3292675,11,0
1104479,18,0
280192,6,0
2679262,18,0
809473,6,0
1147,2,0
23488,46,10
3264214,38,2
3591904,80,2
585028,24,0
1834968,16,0
38198,13,0
720430,3,2
1799352,53,6
4556681,16,0
3628283,11,4
4062433,14,0
86191,5,0
4392549,39,0
1411976,46,2
2909773,11,0
1949094,3,1
4956593,20,0
4933013,10,1
4973523,19,0
2462168,39,3
3061129,114,1
3448004,16,0
3030604,8,3
460515,24,2
4722498,36,0
2223314,13,3
5019425,4,1
790513,1,3
221906,68,11
735058,49,2
3587526,11,0
1532133,4,0
2123175,237,1
4379500,76,6
2763156,103,0
1667875,100,6
310700,2,0
1825297,61,0
1898167,46,4
1658716,20,1
4838066,9,0
19066,4,0
4147681,21,4
3297717,18,0
1585183,10,1
2454604,23,28
4023951,11,0
1795783,18,3
2972157,74,0
4284295,4,0
1369217,27,2
2518982,15,5
1688095,23,0
1385594,31,2
2538849,26,1
4948377,34,3
3618201,6,0
3011983,20,1
1401232,52,0
87447,64,2
3470764,55,0
3046285,41,0
4885893,65,6
1580697,23,0
4607444,17,1
1228115,94,3
1863793,18,2
2333603,15,1
3678286,4,0
2011127,43,5
5049423,25,0
4345062,38,1
724157,21,0
2235333,20,0
3368567,9,0
3860708,7,0
420826,7,0
1921056,45,0
2791903,10,0
1599024,10,0
1071695,10,0
2196457,25,1
2048740,4,0
3792933,18,0
885278,12,0
527843,21,0
5077008,45,0
2569114,32,4
4299646,114,4
280975,43,1
4776215,44,1
2768545,18,3
2138139,28,1
2570132,7,0
228823,9,2
2494458,122,1
1202529,7,1
1913628,17,0
4534650,29,1
3391612,12,2
1049778,2,0
1614937,12,0
2149482,48,1
4294444,28,1
936803,61,1
4442223,44,2
2833460,20,1
5085868,14,0
2165262,100,0
690658,2,0
4667861,34,1
4616160,56,0
2157633,20,0
4588256,70,0
5119067,5,0
4068075,16,0
1551365,51,5
4253006,32,0
1150739,43,2
4621551,22,0
3674068,12,1
2278498,4,2
2768371,114,3
1625300,111,5
1061498,35,0
4949903,20,0
2570387,31,0
4903752,19,0
3965180,16,0
2292548,10,0
1747414,5,0
702853,22,0
2959651,12,0
2979755,31,0
3011447,11,0
1542618,13,1
2075481,6,0
2817793,43,3
4284523,9,0
2693087,42,4
430025,88,0
3291895,16,0
2332625,7,1
3875696,14,1
3349574,6,0
4587100,9,0
3115438,59,4
3353791,10,0
1547240,2,0
2222944,21,0
638718,14,1
2668314,33,0
5002410,32,1
1848357,2,0
4042127,18,0
2178751,19,0
2356521,23,1
4316363,17,0
321158,12,1
2614150,2,0
4265642,34,0
2872050,40,10
4675092,9,3
237653,7,3
3719518,20,3
4525351,63,13
690037,17,0
243469,20,0
1351579,6,2
4765798,22,0
1934471,7,0
3858594,21,8
318691,16,0
2938032,24,1
1401571,33,1
2746181,9,0
3467332,9,0
1963605,6,0
1709948,80,7
3207173,39,2
3124868,8,0
1189153,21,0
1709757,3,0
2121628,13,1
1709559,30,5
162197,4,0
1341208,11,0
4820087,4,0
1173951,4,0
4610038,2,0
2392409,10,0
5162429,4,0
4603053,15,0
1133919,17,0
4900742,18,0
5119781,36,1
3151689,30,5
3116776,4,0
2534372,8,0
5140212,10,0
1017550,10,1
3996509,41,4
1619035,18,1
616601,17,0
484123,17,0
2135345,29,6
1496450,2,0
2374779,19,0
1179411,0,0
5093036,36,2
5092917,22,0
411242,84,1
1184549,55,3
4120882,15,1
189438,8,0
5043552,25,0
2988408,67,0
1980086,16,2
3413502,7,0
1948198,5,0
1569917,16,1
1430822,126,2
2691326,31,0
4309055,15,0
4299030,79,2
4996870,87,0
2915438,62,2
3280360,17,0
987830,8,0
2138657,3,0
1975144,48,0
3161686,22,0
2441041,25,0
1936083,16,2
260888,10,5
4649765,14,0
1037127,14,0
1232140,10,1
1986402,62,1
3449301,41,3
734414,20,0
4828930,15,0
3552736,34,5
2554344,37,0
1524257,6,0
1845817,5,0
1865444,50,6
4130687,38,0
602341,16,0
2560150,2,0
1177996,17,0
3125596,23,1
1619516,7,0
3777022,46,2
3341847,15,0
4921468,21,3
1400945,71,9
1593157,14,2
3306925,25,1
3892595,25,0
539671,76,6
354507,37,4
4988426,19,2
878111,7,0
1005994,21,0
3644972,22,0
2481129,5,2
103413,15,1
2056686,7,0
1114462,21,1
2795524,4,0
1628418,39,4
3654167,5,0
2118435,18,0
599020,27,2
4717148,6,0
3656403,66,7
3661348,71,0
4157019,39,0
2283452,6,0
1333836,8,0
4078281,9,0
4961897,20,0
66078,87,4
157636,22,0
3720382,45,0
1159340,40,6
1637950,9,0
2111328,19,1
805301,4,0
3051434,7,0
3049997,87,0
3827797,16,0
1816347,23,0
4197911,36,0
2034521,23,0
3145954,21,2
1741782,6,1
1024932,9,2
2548673,119,0
4203993,2,0
3117731,39,4
3955696,15,0
2893433,2,0
2799347,20,0
652587,6,0
606103,11,0
969301,9,1
2213342,82,1
134955,79,4
2187713,27,0
2548906,106,5
3138956,11,1
4871201,4,0
1650737,11,0
2442755,7,0
3567511,5,0
2291727,5,0
2636629,41,5
801535,20,1
3249503,7,0
2787114,4,0
3552282,22,4
3947484,12,0
2941102,34,1
956866,43,5
4349434,1,2
1850715,32,2
2078702,19,0
2174336,26,1
1813313,11,0
533830,14,1
1978445,58,1
4590366,100,3
1934131,3,0
831969,2,0
5079281,17,0
178334,31,2
5126559,30,1
3004361,112,4
310192,11,2
4365210,17,0
4255514,16,0
2068046,22,0
1122785,2,0
3337462,86,3
1955995,18,1
4064781,51,7
3241534,10,0
2299139,6,0
604492,12,0
3831011,24,0
3991934,11,1
1890814,23,0
4341222,17,0
559016,20,0
2104564,50,9
1056899,31,0
1481606,10,2
2214336,45,0
1107258,35,0
1904273,5,0
4193097,2,0
3570223,12,0
2698327,10,1
3463990,20,0
2402375,29,1
971617,57,2
1170596,8,0
3688335,41,0
1966972,29,0
331256,77,2
1921030,28,1
4481306,28,0
2907809,14,2
3596133,8,0
5090914,4,0
4534810,41,3
1656844,17,0
546008,32,5
5047573,18,1
834237,49,0
4535504,20,1
1238524,39,5
715415,36,5
2834069,18,0
2002305,16,0
4026622,18,0
1101662,3,0
2871079,4,0
243642,2,2
2832255,35,0
4561189,8,0
2467446,10,0
1832521,16,0
2061354,3,0
3454376,52,5
167552,24,0
1870941,12,0
748452,18,1
303690,17,2
1333844,15,14
3948861,5,0
3356483,12,1
1755299,7,0
3313795,18,2
349432,15,0
3859286,4,0
3332754,16,0
3962993,75,9
1791760,51,4
3916812,52,6
5060588,8,0
2235838,3,2
1082203,78,7
2788531,28,1
435088,97,5
3576462,8,3
778790,25,0
3271334,33,0
77463,3,4
101669,20,1
1928015,4,0
1245425,60,4
4238284,33,1
5072792,22,1
4954438,19,1
1644387,9,1
629741,64,6
1072973,19,0
1284358,18,0
919491,10,0
2962805,21,0
3862356,8,1
678291,32,5
931276,7,0
4246855,23,0
1945209,18,0
2479577,9,2
3062977,9,0
2296031,27,0
2540962,4,0
488441,16,13
4059045,19,0
292202,63,2
1688933,46,2
1063364,2,0
3151084,24,1
586226,2,0
2966031,13,0
1488824,5,0
1831349,9,1
4913917,22,1
352867,2,0
3901835,8,0
4195683,29,0
2004629,27,0
2446260,2,0
2490503,20,0
3843181,4,0
5016708,17,0
1625513,11,2
5039319,20,0
2593765,7,0
1018206,33,4
4279663,38,0
791190,2,0
2393281,9,0
2739388,43,0
2184479,65,0
2445178,5,0
4597123,11,0
4630498,7,3
162991,2,0
719064,18,1
1602099,6,1
1538288,6,3
3568566,4,0
303593,24,0
3314841,46,2
5131771,15,0
454855,3,0
1010249,5,0
4987751,8,0
4516118,3,0
3977957,60,0
1771100,41,2
373537,51,0
3442460,5,0
4461258,1,0
344841,19,1
456934,43,3
983858,1,0
346135,11,0
1656336,2,0
2687965,16,0
4459944,14,1
5002897,19,0
4839241,45,1
2993395,8,0
1843556,13,2
1719028,4,0
1616581,32,1
839777,25,1
4059492,29,0
150822,2,0
1517745,10,0
2033697,75,2
3490473,37,0
4189660,32,0
3787562,18,2
1917444,18,1
5138388,14,2
2993316,12,0
4935177,152,1
4898257,28,2
380890,14,0
4582259,31,0
719678,33,0
121736,7,0
2752589,6,0
564835,16,1
1389807,10,0
4912078,14,1
3230409,6,0
2531455,17,1
1763183,10,0
3634741,9,0
2088808,4,0
2508762,15,1
93139,17,0
664841,19,0
1688331,15,0
2848684,8,0
3641737,11,0
1705655,5,1
1211702,3,0
4659129,31,1
3726866,28,0
5159111,13,0
4034608,16,0
1362985,40,5
555804,9,4
3208461,3,0
4441985,13,0
2268376,8,0
891778,36,2
1741954,4,1
936178,10,0
5059323,8,0
766297,2,0
505583,13,0
162092,4,0
2900843,6,1
2927082,2,0
2377350,7,0
13845,42,2
2656624,9,0
3859698,5,0
3469676,3,0
1046454,18,0
3298390,16,0
1940278,5,0
394436,4,0
3263418,7,0
1220297,3,0
2967410,1,0
5122414,16,0
3208195,10,0
1246069,31,0
2572990,52,0
3616186,28,0
2239710,10,0
3285912,20,0
1700306,3,0
173174,8,0
4665817,2,0
2459243,12,0
2294327,4,0
5156184,5,0
3991169,7,0
1951419,18,1
98276,7,0
2014022,14,0
512916,4,0
2000254,7,0
184240,6,2
4061216,7,0
5061237,23,0
1059890,5,0
2441751,17,2
2281135,9,0
4184950,2,0
4551035,117,2
1590884,52,2
4639230,19,2
3101160,19,0
4121442,11,0
1923846,4,0
1486065,16,12
1923495,11,0
4011450,4,0
299355,8,2
1214341,10,2
4824790,38,2
1130986,3,0
3873094,14,1
1588309,4,0
4525029,5,0
1946170,1,0
3328139,7,0
4239298,11,2
2804564,9,0
4577370,8,1
2607347,23,2
4826617,1,0
3064146,10,0
204387,9,0
713958,41,0
1515192,16,1
986320,17,0
2232511,5,0
450231,13,1
2512862,1,0
797761,17,0
1863540,8,1
629491,25,1
28447,21,0
1150714,16,1
1388760,37,1
2553543,14,0
2502536,1,0
485799,6,0
1831723,8,0
4844731,13,0
4463913,16,0
4819570,10,0
5147815,1,0
2611885,196,3
170332,10,0
569273,24,0
227237,15,0
544714,5,0
1040578,7,0
1606185,11,0
2776576,6,1
615380,1,0
665705,5,0
4349597,1,0
125443,11,0
4478582,1,0
1082689,24,7
3447946,64,4
2275891,13,1
931904,2,0
1326763,4,0
785275,14,1
4210266,68,6
3595150,1,0
452570,10,0
1040821,42,0
2091632,32,2
3975755,27,1
5019564,5,0
3277189,87,4
2729472,13,1
2613120,6,0
3303731,2,0
2286827,6,0
347215,1,0
1731549,20,3
4859698,7,11
4439325,8,0
2317546,7,0
492515,13,0
628194,3,2
80,23,0
1574464,4,0
3565771,6,1
3288521,1,0
4895678,6,0
446543,10,0
272094,11,0
258319,6,0
2010885,22,1
4199799,14,0
4822957,1,0
3328237,2,0
1357007,10,0
878254,5,0
3852264,5,0
3845264,12,0
981380,2,0
3089478,3,0
4437111,1,0
2091111,6,0
418600,10,0
3891427,10,0
177124,10,1
2299347,7,0
419130,6,0
3133434,1,0
2051872,6,1
171775,8,0
355866,9,0
4543704,7,0
244556,13,1
4480457,11,0
226606,2,0
658306,10,2
4186113,16,0
3910632,1,0
1247330,8,1
813182,3,0
362915,11,1
2496304,4,0
2667709,2,0
859055,30,0
2576181,2,0
2632488,31,0
3778811,4,0
2377125,35,1
2468733,7,0
4816919,15,3
1228328,7,0
1369227,5,1
2904716,22,3
1389127,6,0
1026000,19,0
1510964,27,0
841977,7,0
3513163,11,0
1447068,6,0
2590000,21,0
3513260,15,0
1658319,7,0
2614764,3,0
3720993,7,0
2296585,2,0
2100207,0,1
3335874,6,0
3493502,4,0
2129922,2,0
2731466,24,0
2391533,17,0
647231,5,0
5152230,5,0
4905451,3,1
1623047,3,0
1587089,30,0
605728,1,1
3255560,58,1
2859815,15,0
2562097,34,1
1308215,32,1
4708402,8,0
4515277,11,0
5021817,8,0
1321504,3,0
2047704,4,0
3962841,2,0
3112312,3,0
250296,2,0
2125913,2,0
1319162,9,0
2767667,2,0
4210229,6,0
3795726,4,0
2727043,23,1
3094687,1,0
3275156,22,1
111907,14,0
2982680,20,0
1655069,4,0
2341877,1,0
443228,14,1
4901652,21,0
2056323,6,0
660486,1,0
1854634,0,0
3157993,9,0
4100490,2,0
4134417,1,0
448627,1,1
27355,6,0
3706308,1,0
3829943,26,0
1285753,11,1
345074,19,1
3098196,5,1
1642690,20,0
2848615,1,0
3324678,5,0
3354675,23,1
1796206,4,0
601226,0,0
4471432,6,0
235322,4,0
3515471,6,0
5047179,8,0
1967723,4,1
3869946,18,1
2326035,27,2
3600970,27,0
1027692,22,1
53004,27,0
1966260,6,0
4627575,7,0
4628426,10,0
3169331,28,0
553981,4,0
4243744,15,0
2536306,1,0
3502005,10,1
2586485,2,0
2923774,9,3
835003,14,1
4489003,3,0
2990302,6,1
4644087,4,0
5085754,38,1
115109,29,1
4473628,7,0
4844833,16,0
3311613,4,1
3647464,42,1
3252733,13,0
3488122,6,1
132895,8,0
1533447,16,0
185762,17,1
5122910,6,0
2054454,8,0
2679289,8,0
2110937,18,1
3584637,9,1
2579479,1,0
815321,3,0
1728826,2,0
4395841,6,1
4108642,2,0
2974878,7,0
4487701,8,1
4011669,6,0
82674,7,0
3524172,34,0
1495638,9,0
2141878,25,0
1671671,8,1
3351813,9,0
4479751,1,0
3995889,2,1
1697698,2,0
4371041,7,0
1353829,28,1
2846601,6,2
1895621,14,0
3228547,0,0
4252155,3,0
